employee_id,role,hours_biweekly,gross_pay,employee_benefits,net_pay,cluster
1001,Store Manager,70.19525925925926,1929.6678518518518,38.59362962962963,1528.296814814815,1
1002,Assistant Manager,74.9453164556962,1786.696329113924,35.733797468354425,1415.0637974683543,1
1003,Assistant Manager,70.26114285714286,1495.1562857142858,29.90285714285714,1184.1622857142856,1
1004,Bookseller,68.9073469387755,1185.8955102040816,23.717346938775513,939.229387755102,1
1005,Bookseller,66.11858695652174,1434.773152173913,28.695434782608697,1136.3401086956521,1
1006,Bookseller,68.60722222222222,1433.8905555555555,28.67925925925926,1135.6405555555557,1
1007,Bookseller,64.26058823529412,1393.169607843137,27.862745098039216,1103.3906862745098,1
1008,Bookseller,68.55794117647058,1295.7441176470588,25.914411764705882,1026.23,1
1009,Bookseller,68.62066666666666,1266.0508333333335,25.321,1002.7123333333333,1
1010,Seasonal Associate,39.58936305732484,651.6408917197452,0.0,529.1324840764331,2
1011,Seasonal Associate,39.5631847133758,657.1447133757962,0.0,533.601847133758,2
1012,Seasonal Associate,38.986114649681525,676.7991082802548,0.0,549.5611464968154,2
1013,Seasonal Associate,39.174076433121016,696.5152229299363,0.0,565.5696815286624,2
1014,Seasonal Associate,39.81063694267516,690.7150318471337,0.0,560.8608917197453,2
1015,Seasonal Associate,38.28891719745223,676.1826114649681,0.0,549.0602547770701,2
1016,Warehouse Clerk,61.902926829268296,1248.581707317073,24.970975609756096,988.8765853658538,1
1017,Warehouse Clerk,62.49536764705883,1206.7855147058822,24.13580882352941,955.7746323529412,1
1018,E‑Commerce Specialist,64.27201834862385,1692.2822018348625,33.845504587155965,1340.288256880734,1
1019,Store Manager,75.41745098039216,2426.1786274509805,48.52313725490196,1921.5339215686274,1
1020,Assistant Manager,75.67242424242424,1723.061212121212,34.461060606060606,1364.6651515151514,1
1021,Bookseller,67.74809523809525,1348.1864285714287,26.963333333333335,1067.7642857142857,1
1022,Bookseller,62.746305732484075,1251.7890445859873,25.035859872611464,991.4164968152867,1
1023,Bookseller,68.51517241379311,1438.818620689655,28.776206896551724,1139.5462068965517,1
1024,Bookseller,64.16299363057325,1150.4425477707007,23.008535031847135,911.1507643312103,1
1025,Bookseller,61.93581395348838,1175.541550387597,23.511007751937985,931.0283720930233,1
1026,Seasonal Associate,39.930382165605096,672.4275796178345,0.0,546.0117197452229,2
1027,Seasonal Associate,38.67031847133758,668.9966878980891,0.0,543.2256687898089,2
1028,Seasonal Associate,38.862866242038216,659.5029936305732,0.0,535.5166242038216,2
1029,Seasonal Associate,39.151210191082804,680.839617834395,0.0,552.8416560509554,2
1030,Seasonal Associate,39.52,699.8991082802548,0.0,568.3169426751592,2
1031,Warehouse Clerk,62.93720338983051,1181.960847457627,23.639237288135593,936.112627118644,1
1032,E‑Commerce Specialist,63.16294642857143,1756.5616964285714,35.131071428571424,1391.197232142857,1
1033,Store Manager,73.54766990291262,2321.899417475728,46.43864077669903,1838.9436893203886,1
1034,Assistant Manager,74.00390804597701,1951.482643678161,39.02965517241379,1545.5747126436781,1
1035,Bookseller,69.63508771929824,1203.9915789473685,24.080526315789474,953.5610526315791,1
1036,Bookseller,62.80220588235294,1180.6816911764706,23.61375,935.1000735294118,1
1037,Bookseller,66.38472222222222,1269.9391666666666,25.398333333333333,1005.7916666666666,1
1038,Bookseller,64.72240740740742,1364.9958333333332,27.299537037037037,1081.0776851851851,1
1039,Seasonal Associate,39.071592356687894,641.5557961783439,0.0,520.9434394904458,2
1040,Seasonal Associate,39.198343949044585,659.708025477707,0.0,535.682229299363,2
1041,Seasonal Associate,39.11496815286624,698.5933757961784,0.0,567.258025477707,2
1042,Seasonal Associate,38.70885350318471,663.0826114649682,0.0,538.4229936305733,2
1043,Warehouse Clerk,68.33739130434783,1476.771304347826,29.536521739130436,1169.6017391304347,1
1044,E‑Commerce Specialist,61.92675159235669,1701.747070063694,34.035095541401276,1347.7838853503185,1
1045,Seasonal Associate,39.60687898089172,644.4037579617834,0.0,523.2548407643312,2
1046,Seasonal Associate,39.27611464968153,631.5596178343949,0.0,512.8270700636944,2
1047,Seasonal Associate,39.26286624203822,632.5249044585987,0.0,513.6103821656051,2
1048,Seasonal Associate,39.0284076433121,651.7738853503184,0.0,529.2404458598726,2
1049,Seasonal Associate,39.171082802547765,675.3094267515924,0.0,548.3503821656051,2
1050,Seasonal Associate,39.744394904458595,667.7059235668789,0.0,542.1775796178345,2
1051,Warehouse Clerk,65.52606382978723,1186.0217021276596,23.72031914893617,939.3291489361702,1
1052,Warehouse Clerk,62.49325396825397,1314.2330952380953,26.284603174603177,1040.8721428571428,1
1053,Warehouse Clerk,63.09073770491803,1199.9861475409837,23.999426229508195,950.3894262295081,1
1054,Warehouse Clerk,64.0608547008547,1274.1706837606837,25.483846153846155,1009.1434188034187,1
1055,Seasonal Associate,47.345,845.5825,0.0,686.6125,0
1056,Seasonal Associate,43.905,774.4825,0.0,628.88,0
1057,Seasonal Associate,47.2675,803.075,0.0,652.0975,0
1058,Seasonal Associate,47.81,799.8633333333333,0.0,649.4899999999999,0
1059,Seasonal Associate,43.76,716.35,0.0,581.6733333333333,0
1060,Seasonal Associate,54.11666666666667,962.7366666666667,0.0,781.7433333333333,0
1061,Seasonal Associate,44.48,781.5133333333333,0.0,634.59,0
1062,Seasonal Associate,43.47,738.12,0.0,599.3575000000001,0
1063,Seasonal Associate,45.553333333333335,738.8733333333333,0.0,599.9633333333334,0
1064,Seasonal Associate,45.1475,764.3475000000001,0.0,620.645,0
1065,Seasonal Associate,42.74666666666667,751.0600000000001,0.0,609.86,0
1066,Seasonal Associate,49.58,829.4725,0.0,673.5275,0
